ID,Spending_Score,Segmentation,Age_Group,WE_group,Family_Size_Group,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
467442,2,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462044,1,2,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465686,1,4,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464590,1,1,1,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466006,1,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466152,1,1,2,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463156,3,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465729,2,2,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462384,1,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
462442,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464191,1,1,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462078,2,2,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467873,2,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461270,1,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462960,2,3,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464961,1,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
462110,2,2,2,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465769,1,4,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462267,1,4,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465269,2,3,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460881,1,4,4,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
461891,2,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466935,2,3,4,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464091,3,4,4,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464535,3,1,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463108,3,1,4,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461356,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464570,2,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464580,1,1,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465233,2,2,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467208,3,1,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459954,1,4,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460219,2,1,3,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460877,2,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460191,1,4,2,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463742,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463691,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
463250,1,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463952,1,1,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461558,2,3,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466567,1,4,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465379,1,3,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463814,1,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
466938,1,1,4,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460671,2,2,2,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
462204,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
461671,1,4,2,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459384,2,3,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459905,1,3,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464734,1,4,3,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464125,2,4,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467434,1,2,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
460956,2,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465179,3,3,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463338,1,4,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467066,1,2,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463845,2,4,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459976,1,4,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461334,3,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465108,2,3,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462600,2,4,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464144,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466911,3,2,4,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462806,1,1,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463426,3,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464065,1,2,2,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462979,1,4,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462834,1,4,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
460764,1,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466466,1,4,1,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460185,1,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459749,1,1,4,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464406,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467758,1,2,3,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462059,1,3,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467905,3,4,3,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461177,2,2,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
460765,1,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465386,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465827,1,4,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462332,3,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
464481,3,3,3,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461011,3,2,4,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
464749,2,2,3,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461094,1,4,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462104,1,4,2,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464524,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
466295,1,1,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461787,2,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467857,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460153,1,3,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465215,3,1,2,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
466746,3,3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464857,1,4,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
459478,1,1,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460723,3,2,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459853,1,1,1,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459390,1,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460410,1,4,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463823,1,4,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462008,1,2,2,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459750,2,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459880,2,3,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
459261,1,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465656,1,2,4,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465395,2,2,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461631,1,3,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
464904,2,1,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461740,1,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467092,1,4,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464173,2,3,4,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464972,3,1,4,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
467959,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
467688,2,3,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460043,2,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466590,1,3,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461191,1,4,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
465662,1,3,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459231,2,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466495,3,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459192,2,3,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465710,1,3,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460258,1,4,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462813,2,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463595,1,3,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467768,2,3,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465291,2,3,3,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462996,2,3,3,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
463497,1,4,2,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465301,1,2,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464702,2,3,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459012,1,2,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465053,3,3,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459420,1,2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464166,1,2,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458987,3,3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467745,2,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464866,1,4,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
461081,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467896,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463991,1,1,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466620,2,3,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462594,2,2,3,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462206,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460697,2,3,2,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467934,1,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460054,1,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459576,1,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467910,1,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467335,2,4,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460263,1,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459340,2,2,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465622,1,3,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459395,1,4,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467539,2,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466574,1,3,4,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466544,2,1,3,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463610,2,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465539,3,2,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459823,1,1,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467614,2,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459073,1,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466065,1,4,1,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464863,2,4,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460022,1,1,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459929,1,1,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466613,1,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461149,1,4,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
466068,1,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461513,1,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464761,2,2,3,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
466236,1,2,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459664,1,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461967,1,3,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
460516,3,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
461710,2,3,3,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462742,1,4,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
459528,2,3,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462691,2,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462934,3,1,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465837,1,1,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464613,1,2,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467515,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463429,1,1,1,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464024,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
460691,1,4,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
461825,1,1,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467271,2,2,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465634,1,2,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
464801,1,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
459429,1,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459888,3,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463467,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462036,3,2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461282,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460448,1,1,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464464,1,3,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
462410,1,2,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467252,1,4,2,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459756,3,2,4,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
463789,1,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466947,3,3,4,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464150,2,3,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465693,3,1,1,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
461670,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466768,1,3,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461550,1,1,2,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462438,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460704,1,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464884,1,1,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467050,1,2,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
460738,1,1,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
466176,1,2,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459488,2,1,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467773,3,3,4,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465425,1,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
