ID,Age,Work_Experience,Spending_Score,Family_Size,Segmentation,Gender_Female,Gender_Male,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
461230,-1.9416453841746193,-1.1726773802918895,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
459573,1.4313491528260953,-1.1726773802918895,1,-1.5473261972059846,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460849,0.938444462991673,-1.1726773802918895,1,-1.5473261972059846,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460563,0.03361436901535839,0.02181053925317817,1,-0.47480926308974797,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
466865,-0.6084313619495196,1.5373321764978183,1,1.3586705459476018,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
461644,-0.690354747172174,0.02181053925317817,1,1.7664225601509063,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466772,0.938444462991673,0.02181053925317817,2,0.8764022737692045,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464291,1.7490860192879294,-1.1726773802918895,3,-1.5473261972059846,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466084,0.4977953822854853,1.7107346151556417,1,-1.5473261972059846,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
459675,-2.078203519079137,0.8002006515866025,1,0.8764022737692045,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465602,-0.5289538197528298,1.757405505833806,1,-0.47480926308974797,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459168,-0.30383669012833014,1.1561735054982034,1,-0.47480926308974797,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461021,0.938444462991673,0.02181053925317817,2,0.2861536118313656,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
465083,0.8466319182819161,0.02181053925317817,2,0.2861536118313656,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467604,-0.690354747172174,1.5373321764978183,1,2.431187480063839,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
459717,0.4977953822854853,0.02181053925317817,2,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465882,-0.3767809776438936,-1.1726773802918895,1,-1.5473261972059846,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461996,-0.3767809776438936,1.1561735054982034,1,0.8764022737692045,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463331,0.2758085292667745,-1.1726773802918895,1,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462216,0.0962596110119725,0.02181053925317817,1,-0.47480926308974797,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462454,-1.9416453841746193,0.02181053925317817,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
467010,-1.1426769437453903,1.5373321764978183,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459861,1.878980070746632,0.02181053925317817,3,-0.47480926308974797,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467917,-1.04585536661442,0.8002006515866025,1,0.8764022737692045,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
465572,-0.6084313619495196,1.1561735054982034,1,-1.5473261972059846,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460593,-0.9524317477577589,0.02181053925317817,2,1.3586705459476018,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465891,-0.9524317477577589,1.463786823516572,1,-0.47480926308974797,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467442,0.8466319182819161,0.02181053925317817,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462044,0.38911498845760417,1.0029755559278495,1,-1.5473261972059846,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465686,-1.5695571724645003,-1.1726773802918895,1,-0.47480926308974797,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464590,-1.04585536661442,1.8000085406560338,1,0.2861536118313656,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466006,0.4977953822854853,0.02181053925317817,1,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466152,-0.030540541264699662,1.463786823516572,1,-1.5473261972059846,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463156,1.7490860192879294,-1.1726773802918895,3,-0.47480926308974797,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465729,0.03361436901535839,-1.1726773802918895,2,0.8764022737692045,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462384,-0.862175648544841,-1.1726773802918895,1,-1.5473261972059846,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
462442,-1.9416453841746193,-1.1726773802918895,1,0.8764022737692045,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464191,0.2758085292667745,0.02181053925317817,1,-1.5473261972059846,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462078,1.0704863967342955,0.02181053925317817,2,-0.47480926308974797,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467873,-0.30383669012833014,0.02181053925317817,2,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461270,-0.030540541264699662,0.02181053925317817,1,-1.5473261972059846,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462960,0.8929339539735148,-1.1726773802918895,2,-0.47480926308974797,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464961,1.6473296864410072,0.02181053925317817,1,-1.5473261972059846,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
462110,-0.6084313619495196,1.8000085406560338,2,-0.47480926308974797,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465769,-1.2431530169155556,1.5373321764978183,1,0.8764022737692045,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462267,-0.6084313619495196,1.463786823516572,1,-0.47480926308974797,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465269,0.2758085292667745,0.02181053925317817,2,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460881,1.5053066848625527,0.02181053925317817,1,0.2861536118313656,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
461891,0.44400971567460923,-1.1726773802918895,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466935,0.7995103351168562,1.5373321764978183,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464091,1.5772651179152624,-1.1726773802918895,3,0.2861536118313656,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464535,0.8466319182819161,0.02181053925317817,3,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463108,0.9831900531864327,1.3786446668348955,3,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461356,-1.2431530169155556,-1.1726773802918895,1,-0.47480926308974797,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464570,-0.690354747172174,-1.1726773802918895,2,-0.47480926308974797,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464580,-1.04585536661442,1.463786823516572,1,0.8764022737692045,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465233,0.8929339539735148,-1.1726773802918895,2,0.8764022737692045,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467208,-0.09627968244334437,0.02181053925317817,3,-0.47480926308974797,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459954,-1.04585536661442,1.463786823516572,1,-0.47480926308974797,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460219,0.6022126848157192,1.463786823516572,2,-0.47480926308974797,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460877,0.38911498845760417,-1.1726773802918895,2,1.3586705459476018,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460191,-0.5289538197528298,1.463786823516572,1,0.8764022737692045,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463742,0.8466319182819161,-1.1726773802918895,2,0.8764022737692045,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463691,-0.5289538197528298,-1.1726773802918895,1,0.2861536118313656,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
463250,-0.30383669012833014,-1.1726773802918895,1,-0.47480926308974797,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463952,0.6022126848157192,1.0029755559278495,1,0.2861536118313656,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461558,0.2758085292667745,0.5087962957220021,2,-0.47480926308974797,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466567,0.4977953822854853,0.02181053925317817,1,-1.5473261972059846,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465379,-0.7748793049969794,-1.1726773802918895,1,0.8764022737692045,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463814,-1.1426769437453903,1.278087729350627,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
466938,1.1550109545590996,1.463786823516572,1,-1.5473261972059846,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460671,-0.3767809776438936,1.463786823516572,2,0.8764022737692045,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
462204,-1.9416453841746193,0.02181053925317817,1,0.2861536118313656,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
461671,-0.6084313619495196,1.3786446668348955,1,1.3586705459476018,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459384,0.6529246932673928,-1.1726773802918895,2,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459905,-0.30383669012833014,1.1561735054982034,1,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464734,0.0962596110119725,1.3786446668348955,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464125,-0.030540541264699662,-1.1726773802918895,2,-0.47480926308974797,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467434,-0.09627968244334437,-1.1726773802918895,1,0.2861536118313656,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
460956,0.38911498845760417,0.02181053925317817,2,0.8764022737692045,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465179,1.0704863967342955,0.02181053925317817,3,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463338,-0.6084313619495196,0.02181053925317817,1,-0.47480926308974797,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467066,0.7995103351168562,-1.1726773802918895,1,-1.5473261972059846,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463845,0.938444462991673,-1.1726773802918895,2,-1.5473261972059846,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459976,-0.1636832812857786,-1.1726773802918895,1,-1.5473261972059846,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461334,1.1550109545590996,-1.1726773802918895,3,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465108,0.938444462991673,0.02181053925317817,2,-0.47480926308974797,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462600,-0.7748793049969794,0.8002006515866025,2,0.2861536118313656,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464144,1.02719601288706,-1.1726773802918895,2,0.8764022737692045,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466911,1.3552782648965527,0.02181053925317817,3,2.1196334208687158,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462806,0.6529246932673928,-1.1726773802918895,1,0.2861536118313656,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463426,-0.1636832812857786,-1.1726773802918895,3,1.3586705459476018,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464065,-0.3767809776438936,1.6018682576058028,1,-0.47480926308974797,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462979,-2.078203519079137,0.02181053925317817,1,-0.47480926308974797,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462834,-0.7748793049969794,0.8002006515866025,1,-0.47480926308974797,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
460764,1.972403689603293,0.02181053925317817,1,-1.5473261972059846,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466466,-1.9416453841746193,1.278087729350627,1,1.3586705459476018,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460185,-1.2431530169155556,1.5373321764978183,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459749,0.9831900531864327,-1.1726773802918895,1,0.8764022737692045,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464406,-0.09627968244334437,-1.1726773802918895,1,-1.5473261972059846,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467758,0.5505159158769471,0.02181053925317817,1,0.2861536118313656,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462059,0.38911498845760417,0.02181053925317817,1,-1.5473261972059846,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467905,0.15746460415197702,-1.1726773802918895,3,0.2861536118313656,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461177,-0.30383669012833014,1.463786823516572,2,0.8764022737692045,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
460765,1.782158493615663,0.02181053925317817,1,-1.5473261972059846,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465386,-0.30383669012833014,-1.1726773802918895,1,-0.47480926308974797,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465827,-1.04585536661442,0.5087962957220021,1,2.1196334208687158,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462332,-0.23283781734786213,0.02181053925317817,3,-0.47480926308974797,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
464481,0.33306449827627066,-1.1726773802918895,3,0.2861536118313656,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461011,0.7995103351168562,0.02181053925317817,3,0.8764022737692045,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
464749,0.38911498845760417,1.5373321764978183,2,0.8764022737692045,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461094,-0.9524317477577589,0.02181053925317817,1,0.2861536118313656,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462104,-0.09627968244334437,1.5373321764978183,1,-0.47480926308974797,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464524,-1.04585536661442,0.02181053925317817,1,-0.47480926308974797,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
466295,0.0962596110119725,-1.1726773802918895,1,0.2861536118313656,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461787,1.5053066848625527,-1.1726773802918895,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467857,-0.9524317477577589,-1.1726773802918895,1,-0.47480926308974797,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460153,-0.3767809776438936,1.463786823516572,1,1.3586705459476018,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465215,-0.09627968244334437,1.5373321764978183,3,1.3586705459476018,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
466746,1.393585399845686,-1.1726773802918895,3,-0.47480926308974797,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464857,-2.078203519079137,1.278087729350627,1,0.8764022737692045,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
459478,0.33306449827627066,-1.1726773802918895,1,-1.5473261972059846,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460723,0.5505159158769471,0.02181053925317817,3,-0.47480926308974797,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459853,-0.7748793049969794,1.1561735054982034,1,1.3586705459476018,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459390,0.03361436901535839,0.02181053925317817,1,-0.47480926308974797,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460410,-0.09627968244334437,0.8002006515866025,1,0.8764022737692045,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463823,-0.862175648544841,1.463786823516572,1,0.8764022737692045,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462008,-0.23283781734786213,1.0029755559278495,1,0.8764022737692045,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459750,-0.09627968244334437,-1.1726773802918895,2,-0.47480926308974797,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459880,0.44400971567460923,-1.1726773802918895,2,1.3586705459476018,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
459261,-0.6084313619495196,-1.1726773802918895,1,0.2861536118313656,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465656,1.7155975280913918,0.02181053925317817,1,0.2861536118313656,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465395,0.15746460415197702,-1.1726773802918895,2,1.3586705459476018,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461631,-0.862175648544841,1.463786823516572,1,1.3586705459476018,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
464904,-0.9524317477577589,1.5373321764978183,2,-0.47480926308974797,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461740,1.782158493615663,0.02181053925317817,1,-1.5473261972059846,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467092,-0.9524317477577589,1.3786446668348955,1,0.8764022737692045,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464173,1.4685847240873813,1.278087729350627,2,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464972,1.316411881978445,-1.1726773802918895,3,2.7098820828065557,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
467959,-1.1426769437453903,-1.1726773802918895,1,-1.5473261972059846,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
467688,0.38911498845760417,-1.1726773802918895,2,-0.47480926308974797,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460043,0.15746460415197702,0.5087962957220021,2,-0.47480926308974797,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466590,-1.04585536661442,-1.1726773802918895,1,0.8764022737692045,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461191,0.2758085292667745,1.463786823516572,1,0.8764022737692045,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
465662,1.6473296864410072,0.02181053925317817,1,-1.5473261972059846,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459231,0.15746460415197702,0.8002006515866025,2,0.8764022737692045,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466495,1.7155975280913918,0.02181053925317817,3,-0.47480926308974797,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459192,-0.3767809776438936,0.8002006515866025,2,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465710,0.4977953822854853,0.02181053925317817,1,-1.5473261972059846,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460258,-1.2431530169155556,0.02181053925317817,1,1.3586705459476018,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462813,-0.23283781734786213,-1.1726773802918895,2,1.3586705459476018,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463595,-0.6084313619495196,0.02181053925317817,1,1.3586705459476018,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467768,1.02719601288706,-1.1726773802918895,2,-0.47480926308974797,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465291,0.2758085292667745,1.1561735054982034,2,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462996,0.4977953822854853,1.5373321764978183,2,0.2861536118313656,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
463497,-0.6084313619495196,-1.1726773802918895,1,1.3586705459476018,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465301,-0.030540541264699662,-1.1726773802918895,1,0.2861536118313656,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464702,0.9831900531864327,0.5087962957220021,2,-0.47480926308974797,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459012,0.44400971567460923,0.8002006515866025,1,1.3586705459476018,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
